statename,statecode,geozone,lganame,lgacode,lgaamapcode,wardname,wardcode,settlementtype,settlementname,settlementobjectid,totalfeatures,campaign_id,campaignlabel,settlement_adjusted_pop,settlement_non_adjusted_pop,Population of visited denominators (adjusted),Population of visited denominators (unadjusted),Visited Denominators,E-Tally Coverage %,E-Tally Coverage % Rounded,E-Tally population,In E-Tally Targetted Ward
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,BUA,Sabon Layi,BUA_BA1803_92354,108,72,Jan 2016 IPD,715.44270757,615.198602396995,518.0211546,434.666234724224,76,70.3703703703704,60-79%,592,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,BUA,Unguwar Hausawa,BUA_BA1803_93569,49,72,Jan 2016 IPD,223.15050747,181.050219055265,114.82503905,95.1995541099459,21,42.8571428571429,40-59%,413,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,BUA,Unguwar Tafida,BUA_BA1803_93573,79,72,Jan 2016 IPD,178.65007249,154.829938165843,117.92826145,97.828814715147,49,62.0253164556962,60-79%,133,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Anguwan Sai'du,HA_BA1803_498360,8,72,Jan 2016 IPD,5.77813343,5.42230239982018,0,0,6,75,60-79%,45,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Bargan Gindin Dutse,HA_BA1803_471643,14,72,Jan 2016 IPD,86.96050571,74.6889013979954,81.6191709533741,70.1013196939317,12,85.7142857142857,80-99%,146,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Bargan Kanawa,HA_BA1803_456466,4,72,Jan 2016 IPD,123.11819794,104.184684287437,123.11819794,104.184684287437,4,100,100%,310,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Bargan Tsamiya,HA_BA1803_471644,11,72,Jan 2016 IPD,172.01438111,145.68876222484,172.01438111,145.68876222484,11,100,100%,199,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Birizi,HA_BA1803_456456,8,72,Jan 2016 IPD,22.02432437,18.9506975229241,22.02432437,18.9506975229241,4,50,40-59%,36,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Daura,HA_BA1803_483771,25,72,Jan 2016 IPD,99.74095199,87.9102944519773,47.7972359892564,42.1278221830834,10,40,40-59%,135,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Dire,HA_BA1803_471637,7,72,Jan 2016 IPD,21.33816185,19.430082283383,17.5797779960274,16.0077768360548,5,71.4285714285714,60-79%,42,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Dogon Awo,HA_BA1803_488478,20,72,Jan 2016 IPD,110.99173015,97.3777040250825,85.1095243860334,74.6701584359319,12,60,60-79%,321,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Dugam,HA_BA1803_456455,9,72,Jan 2016 IPD,56.435543,48.4404869330938,56.435543,48.4404869330938,9,100,100%,108,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Dugam East,HA_BA1803_456457,4,72,Jan 2016 IPD,18.19461158,16.0054201740422,2.74617228046069,2.4157504558875,2,50,40-59%,30,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Farafaru,HA_BA1803_483772,5,72,Jan 2016 IPD,85.91852803,72.5289499360806,85.91852803,72.5289499360806,5,100,100%,162,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Farfaru Gidan Bazara,HA_BA1803_430381,2,72,Jan 2016 IPD,1.82091659,1.7169390055351,1.82091659,1.7169390055351,2,100,100%,6,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Faunda,HA_BA1803_471648,8,72,Jan 2016 IPD,92.61473066,79.3827593766909,92.61473066,79.3827593766909,8,100,100%,194,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Gidam Doki,HA_BA1803_471649,16,72,Jan 2016 IPD,121.56067323,104.444699219975,100.741029255545,86.5565007179425,11,68.75,60-79%,194,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Gidan Gona,HA_BA1803_456458,13,72,Jan 2016 IPD,33.21172958,29.2431341727278,33.21172958,29.2431341727278,12,92.3076923076923,80-99%,112,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Gidan Sabulu,HA_BA1803_498359,43,72,Jan 2016 IPD,387.78725876,321.040825035365,368.573989335257,305.134567858505,31,72.0930232558139,60-79%,348,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Girkiyel,HA_BA1803_456450,2,72,Jan 2016 IPD,6.85698205,5.95445664980799,6.85698205,5.95445664980799,2,100,100%,25,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Girkiyel,HA_BA1803_488477,6,72,Jan 2016 IPD,32.16607544,27.7617997775669,27.6711293303659,23.8823151901673,4,66.6666666666667,60-79%,151,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Goskayin Gosawa,HA_BA1803_471650,7,72,Jan 2016 IPD,26.46981741,23.1919490672954,26.46981741,23.1919490672954,7,100,100%,130,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Gwaltafaje,HA_BA1803_456451,8,72,Jan 2016 IPD,16.02177618,14.0514564606726,13.907196157405,12.1969224323423,6,75,60-79%,29,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Hayin Burga,HA_BA1803_471646,8,72,Jan 2016 IPD,53.32501541,47.7575253197901,48.9636351379756,43.8515024678703,7,87.5,80-99%,121,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Kuiwa East,HA_BA1803_456479,30,72,Jan 2016 IPD,190.15192877,164.087816390528,181.044301476745,156.228570971794,26,86.6666666666667,80-99%,281,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Kuiwa North,HA_BA1803_498361,17,72,Jan 2016 IPD,67.92847992,65.1886312711613,67.92847992,65.1886312711613,14,82.3529411764706,80-99%,92,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Rugan Yelwa,HA_BA1803_471635,5,72,Jan 2016 IPD,10.16175215,8.67931845991188,10.16175215,8.67931845991188,5,100,100%,45,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Rugar Abdulmumini Isah Jago,HA_BA1803_456454,2,72,Jan 2016 IPD,0,0,,,2,100,100%,44,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Rugar Dariya Bayero,HA_BA1803_471645,2,72,Jan 2016 IPD,7.65004621,6.5393496433062,7.65004621,6.5393496433062,2,100,100%,18,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Rugar Ibrahim,HA_BA1803_456465,2,72,Jan 2016 IPD,0,0,,,1,50,40-59%,6,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Salarma Unguwar Jarawa,HA_BA1803_471639,3,72,Jan 2016 IPD,7.28135981,6.28829499069252,7.28135981,6.28829499069252,2,66.6666666666667,60-79%,17,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Tibaren,HA_BA1803_456445,6,72,Jan 2016 IPD,33.44472829,29.2411797885252,33.44472829,29.2411797885252,6,100,100%,97,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Tsohuwar Goskari,HA_BA1803_456470,8,72,Jan 2016 IPD,40.68213441,35.2468107091408,40.68213441,35.2468107091408,8,100,100%,145,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Unguwan Lifida,HA_BA1803_488479,6,72,Jan 2016 IPD,14.05908843,12.5898804081007,14.05908843,12.5898804081007,6,100,100%,69,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Unguwan Maji,HA_BA1803_456452,4,72,Jan 2016 IPD,27.44100604,23.831622194718,27.44100604,23.831622194718,4,100,100%,58,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Unguwan Rana,HA_BA1803_456475,5,72,Jan 2016 IPD,85.89932157,72.8307319438863,85.89932157,72.8307319438863,5,100,100%,170,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Unguwan Sadawa,HA_BA1803_456453,3,72,Jan 2016 IPD,9.94582237,9.10068488391698,9.94582237,9.10068488391698,3,100,100%,27,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Unguwan Shugaba,HA_BA1803_471640,38,72,Jan 2016 IPD,139.38200059,121.802796027663,139.20747686465,121.650283668601,35,92.1052631578947,80-99%,461,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Unguwar Ajiya,HA_BA1803_456449,4,72,Jan 2016 IPD,15.21220026,13.2511057254114,12.7755243214087,11.1285560659949,3,75,60-79%,67,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Unguwar Fulani 2,HA_BA1803_430339,2,72,Jan 2016 IPD,1.50719369,1.47236257999612,1.50719369,1.47236257999612,2,100,100%,29,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Unguwar Halilu,HA_BA1803_456478,2,72,Jan 2016 IPD,0,0,,,2,100,100%,11,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Unguwar Hardo,HA_BA1803_456442,17,72,Jan 2016 IPD,66.80481467,56.4534074392505,66.80481467,56.4534074392505,17,100,100%,287,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Unguwar Wakili Gidan Danmalilki,HA_BA1803_456471,2,72,Jan 2016 IPD,3.91478834,3.25080306432211,3.91478834,3.25080306432211,2,100,100%,37,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Ungwan Sarki Yaki East,HA_BA1803_471636,9,72,Jan 2016 IPD,97.8420001,84.1048440925622,97.8420001,84.1048440925622,9,100,100%,86,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,HA,Zigan Manga Unguwar Kasa Sabon Gida,HA_BA1803_456467,2,72,Jan 2016 IPD,8.2831614,7.24512823263648,8.2831614,7.24512823263648,2,100,100%,69,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,SSA,Bargen Fulani,SSA_BA1803_83028,1,72,Jan 2016 IPD,30.63508214,25.7161708623171,30.63508214,25.7161708623171,1,100,100%,63,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,SSA,Gayawa,SSA_BA1803_83522,1,72,Jan 2016 IPD,51.26091559,42.932413160801,51.26091559,42.932413160801,1,100,100%,201,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,SSA,Hayin Burga Gidan Isa,SSA_BA1803_82677,1,72,Jan 2016 IPD,4.48817893,3.04909572622273,4.48817893,3.04909572622273,1,100,100%,9,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,SSA,Jogel,SSA_BA1803_83418,1,72,Jan 2016 IPD,5.67530681,4.9676993060857,5.67530681,4.9676993060857,1,100,100%,41,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,SSA,Karofi,SSA_BA1803_83165,1,72,Jan 2016 IPD,58.01724444,51.1474609076977,58.01724444,51.1474609076977,1,100,100%,36,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,SSA,Kasa,SSA_BA1803_83339,1,72,Jan 2016 IPD,32.14431654,25.4857239723205,32.14431654,25.4857239723205,1,100,100%,88,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,SSA,Rawa,SSA_BA1803_87113,1,72,Jan 2016 IPD,12.63093354,6.86556089669465,12.63093354,6.86556089669465,1,100,100%,62,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,SSA,Tila,SSA_BA1803_83434,1,72,Jan 2016 IPD,58.44652897,48.979830622673,58.44652897,48.979830622673,1,100,100%,191,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,SSA,Tsallaken Barga,SSA_BA1803_83612,1,72,Jan 2016 IPD,12.33604651,10.5610131546855,12.33604651,10.5610131546855,1,100,100%,90,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,SSA,Unguwan Ila,SSA_BA1803_83608,1,72,Jan 2016 IPD,5.2027682,4.41847331449389,5.2027682,4.41847331449389,1,100,100%,69,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,SSA,Unguwar Sarkin Yaki,SSA_BA1803_83393,1,72,Jan 2016 IPD,15.98425848,13.6135866567493,15.98425848,13.6135866567493,1,100,100%,31,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,SSA,Zigan Manga,SSA_BA1803_82883,1,72,Jan 2016 IPD,63.70935934,53.294766575098,63.70935934,53.294766575098,1,100,100%,168,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,SSA,Zigau Dangara,SSA_BA1803_83252,1,72,Jan 2016 IPD,44.84912442,37.4589109420777,44.84912442,37.4589109420777,1,100,100%,200,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,BUA,Badikko,BUA_BA1815_94007,38,72,Jan 2016 IPD,381.94224448,295.390476733447,376.91242957,268.392201155424,37,97.3684210526316,80-99%,564,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,BUA,Geljaule,BUA_BA1815_94011,30,72,Jan 2016 IPD,183.72022755,161.452243104577,107.70672908,81.2168469876051,18,60,60-79%,223,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Albarku,HA_BA1815_457503,5,72,Jan 2016 IPD,32.06743296,24.4683768718969,29.1943780295756,22.276153038484,4,80,80-99%,66,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Bauda,HA_BA1815_457484,5,72,Jan 2016 IPD,28.45587506,21.4162955937209,22.306660263079,16.7883092294828,4,80,80-99%,73,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Burawa,HA_BA1815_471978,2,72,Jan 2016 IPD,14.01871197,10.7218927683425,14.01871197,10.7218927683425,2,100,100%,15,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Buri Church 1,HA_BA1815_488507,3,72,Jan 2016 IPD,16.42150706,12.1580844387354,16.42150706,12.1580844387354,3,100,100%,274,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Company,HA_BA1815_457511,2,72,Jan 2016 IPD,24.52317031,18.1587309297756,24.52317031,18.1587309297756,2,100,100%,121,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Dakama East,HA_BA1815_471976,3,72,Jan 2016 IPD,3.8520446,2.93762386112939,3.8520446,2.93762386112939,3,100,100%,75,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Dakama West,HA_BA1815_457499,6,72,Jan 2016 IPD,33.07167932,24.9461822978337,33.07167932,24.9461822978337,6,100,100%,192,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Dakoro,HA_BA1815_457482,5,72,Jan 2016 IPD,13.8194933,10.8892797333192,13.8194933,10.8892797333192,5,100,100%,36,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Doka,HA_BA1815_486812,3,72,Jan 2016 IPD,139.07744584,100.758511119755,139.07744584,100.758511119755,3,100,100%,229,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Doka B,HA_BA1815_457532,8,72,Jan 2016 IPD,27.06742354,21.1857488623209,22.1596729255469,17.3444385934269,6,75,60-79%,183,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Gebaye,HA_BA1815_457481,5,72,Jan 2016 IPD,33.26718764,26.9218820331998,33.26718764,26.9218820331998,5,100,100%,15,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Gidan Alhaji Ja'e,HA_BA1815_457490,2,72,Jan 2016 IPD,4.95646935,4.04404571576742,4.95646935,4.04404571576742,2,100,100%,10,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Gidan Hardo Ali,HA_BA1815_471975,10,72,Jan 2016 IPD,50.48064844,38.5384270996765,50.48064844,38.5384270996765,9,90,80-99%,117,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Gidan Maiwada,HA_BA1815_471982,2,72,Jan 2016 IPD,3.73951273,2.95206986495759,3.65300951217638,2.88378194591661,1,50,40-59%,1,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Gidan Monday,HA_BA1815_457533,2,72,Jan 2016 IPD,8.91897172,6.7910641541821,3.81668349593492,2.90609089150717,1,50,40-59%,9,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,HA_1,HA_BA1815_457473,3,72,Jan 2016 IPD,17.56316921,12.8511013500392,17.56316921,12.8511013500392,2,66.6666666666667,60-79%,19,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,HA_18,HA_BA1815_471980,3,72,Jan 2016 IPD,36.84644211,26.7214434351772,36.84644211,26.7214434351772,3,100,100%,55,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,HA_20,HA_BA1815_471981,4,72,Jan 2016 IPD,17.46364804,13.0995891149714,5.04312733040111,3.78288062903135,2,50,40-59%,9,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,HA_21,HA_BA1815_457504,2,72,Jan 2016 IPD,3.86977296,3.00296907091615,3.86977296,3.00296907091615,2,100,100%,20,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,HA_22,HA_BA1815_457508,7,72,Jan 2016 IPD,11.55547402,9.01080831995933,9.14323180538856,7.12977322096147,5,71.4285714285714,60-79%,83,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,HA_24,HA_BA1815_457510,2,72,Jan 2016 IPD,0,0,,,1,50,40-59%,5,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,HA_28,HA_BA1815_457514,5,72,Jan 2016 IPD,24.51656014,18.5107531576796,24.51656014,18.5107531576796,4,80,80-99%,17,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,HA_29,HA_BA1815_457515,3,72,Jan 2016 IPD,9.86157762,8.19453232349769,9.86157762,8.19453232349769,3,100,100%,28,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,HA_9,HA_BA1815_471974,5,72,Jan 2016 IPD,17.59928563,13.3953597601909,17.59928563,13.3953597601909,5,100,100%,55,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Hayin Baya,HA_BA1815_457480,5,72,Jan 2016 IPD,37.16477191,27.5966246648387,37.16477191,27.5966246648387,5,100,100%,37,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Izar,HA_BA1815_457491,6,72,Jan 2016 IPD,44.60600593,31.6678444096178,42.1733680508804,29.94080348195,4,66.6666666666667,60-79%,58,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Jola East,HA_BA1815_457528,19,72,Jan 2016 IPD,81.68333055,62.044203412821,42.900164821469,32.5856761067974,13,68.4210526315789,60-79%,280,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Jura,HA_BA1815_457493,4,72,Jan 2016 IPD,35.25777131,26.4284229235885,31.7512531182494,23.8000166937666,3,75,60-79%,44,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Kadage,HA_BA1815_457519,8,72,Jan 2016 IPD,143.67619817,109.719040457559,143.67619817,109.719040457559,7,87.5,80-99%,163,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Kudenu,HA_BA1815_457506,13,72,Jan 2016 IPD,37.37854926,28.2730531335311,37.37854926,28.2730531335311,13,100,100%,344,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Kurungu,HA_BA1815_457517,2,72,Jan 2016 IPD,17.22453703,12.6052713601384,17.22453703,12.6052713601384,2,100,100%,109,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Kutuku Fulani,HA_BA1815_457477,8,72,Jan 2016 IPD,29.6760596,22.1840377095796,23.4894708927714,17.5593159970373,6,75,60-79%,30,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Kwachaho Rugar Abdullahi Umar,HA_BA1815_457475,3,72,Jan 2016 IPD,16.31718746,12.2074914726254,5.38464577188395,4.02845266713518,2,66.6666666666667,60-79%,11,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Kwachaho Rugar Alhaji Muhammadu,HA_BA1815_457474,5,72,Jan 2016 IPD,27.06816838,20.0244643505139,27.06816838,20.0244643505139,5,100,100%,54,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Laru Gusawa,HA_BA1815_457502,4,72,Jan 2016 IPD,19.08195472,14.8954252161784,19.08195472,14.8954252161784,4,100,100%,44,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Laru Gusawa Sarki Sumba,HA_BA1815_488508,2,72,Jan 2016 IPD,9.75640655,7.23892613907809,3.80736763126353,2.82493896966946,1,50,40-59%,12,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Laru Primary School,HA_BA1815_457526,3,72,Jan 2016 IPD,22.50621377,17.3084534124355,19.6509862542958,15.1126343847435,2,66.6666666666667,60-79%,27,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Rugan Saidu,HA_BA1815_457500,3,72,Jan 2016 IPD,4.79182102,3.83396462832025,4.79182102,3.83396462832025,1,33.3333333333333,20-39%,28,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Rugar Gusawa,HA_BA1815_457521,4,72,Jan 2016 IPD,22.39479082,16.9595344514273,19.1711822916332,14.5183015623071,3,75,60-79%,58,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Tantu Roki,HA_BA1815_486811,8,72,Jan 2016 IPD,52.25943025,38.5737173085872,47.0872791047727,34.7560504262874,7,87.5,80-99%,41,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Tanturoki,HA_BA1815_457523,3,72,Jan 2016 IPD,12.813906,9.5932649885508,12.813906,9.5932649885508,3,100,100%,15,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Tasar Badikko,HA_BA1815_471979,5,72,Jan 2016 IPD,31.98058287,23.5811763268139,27.7225240674285,20.4414575843024,4,80,80-99%,90,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Tashan Sa'Adu,HA_BA1815_457489,12,72,Jan 2016 IPD,75.63904899,56.5095412016681,69.8481509416495,52.1831913039957,11,91.6666666666667,80-99%,143,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Tsakani Rugar Alhaji Bello,HA_BA1815_457494,2,72,Jan 2016 IPD,1.78213126,1.31095823115902,1.78213126,1.31095823115902,2,100,100%,6,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Tsakani Rugar Alhaji Sayidu,HA_BA1815_471977,6,72,Jan 2016 IPD,40.84941246,30.3030671158631,40.84941246,30.3030671158631,6,100,100%,37,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Tsakani Rugar Musa Ibrahim,HA_BA1815_457509,3,72,Jan 2016 IPD,15.35758809,11.7400813735453,15.35758809,11.7400813735453,3,100,100%,15,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Tsakani Rugar Umar Haruna,HA_BA1815_431915,2,72,Jan 2016 IPD,6.51489087,4.85460796882398,4.05105146915079,3.01866403239623,1,50,40-59%,3,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Unguwan Ciwo,HA_BA1815_498364,12,72,Jan 2016 IPD,70.95347269,52.6847325980198,70.3081037432272,52.2055299727115,10,83.3333333333333,80-99%,75,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Unguwan Gana,HA_BA1815_457486,6,72,Jan 2016 IPD,17.03990148,13.0446288549283,14.0686326068592,10.7700206523037,5,83.3333333333333,80-99%,56,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Unguwan Mai Kobo,HA_BA1815_457483,2,72,Jan 2016 IPD,13.27063955,10.1685261731036,13.27063955,10.1685261731036,2,100,100%,10,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Unguwan Mamadu,HA_BA1815_457518,2,72,Jan 2016 IPD,8.13488042,5.8903085598431,8.13488042,5.8903085598431,2,100,100%,13,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Wonu South,BA1815,HA,Unguwan Sako,HA_BA1815_457479,3,72,Jan 2016 IPD,12.13840228,9.17943963469588,12.13840228,9.17943963469588,3,100,100%,25,Yes
